,Name,gender_wiki,birth_date_wiki,nationality_wiki,gender_dbpedia,birth_date_dbpedia,nationality_dbpedia,gender_gkg,birth_date_gkg,nationality_gkg,VoxCeleb_ID,gender,birth_year,unit,height_raw,height
1306,Jason Isaacs,male,1963-06-06,The-United-Kingdom-1,male,1963-6-6,british,male,1963-06-06,The-United-Kingdom-1,id03866,male,1963.0,http://www.wikidata.org/entity/Q11573,1.8,180.0
1307,Vítor Pereira,male,1968-07-26,Portugal,male,1953-01-18,,male,1968-07-26,Portugal,id08967,male,,http://www.wikidata.org/entity/Q174728,176.0,176.0
1308,Mats Zuccarello,male,1987-09-01,Norway,male,1987-09-01,,male,1987-09-01,Norway,id05811,male,1987.0,http://www.wikidata.org/entity/Q174728,170.0,170.0
1309,Eldar Rønning,male,1982-06-11,Norway,male,1982-06-11,,male,1982-06-11,Norway,id02418,male,1982.0,http://www.wikidata.org/entity/Q174728,178.0,178.0
1310,Naomi van As,female,1983-07-26,Kingdom-of-the-Netherlands,female,1983-7-26,,female,1983-07-26,Kingdom-of-the-Netherlands,id06361,female,1983.0,http://www.wikidata.org/entity/Q174728,179.0,179.0
1311,Ermin Bičakčić,male,1990-01-24,Germany,male,1990-01-24,,male,1990-01-24,Germany,id02608,male,1990.0,http://www.wikidata.org/entity/Q174728,185.0,185.0
1312,Chris Duhon,male,1982-08-31,The-United-States-of-America,male,1982-08-31,american,male,1982-08-31,The-United-States-of-America,id01598,male,1982.0,http://www.wikidata.org/entity/Q174728,185.0,185.0
1313,Magdaléna Rybáriková,female,1988-10-04,Slovakia-1,female,1988-10-04,,female,1988-10-04,Slovakia-1,id05422,female,1988.0,http://www.wikidata.org/entity/Q174728,180.0,180.0
1314,John Arne Riise,male,1980-09-24,Norway,male,1980-09-24,,male,1980-09-24,Norway,id04193,male,1980.0,http://www.wikidata.org/entity/Q174728,185.0,185.0
1315,Natasha Alam,female,1983-03-10,Soviet-Union-1,female,1983-3-10,,female,1983-03-10,Soviet-Union-1,id06393,female,1983.0,http://www.wikidata.org/entity/Q174728,178.0,178.0
1316,Skylar Diggins,female,1990-08-02,The-United-States-of-America,female,1990-08-02,american,female,1990-08-02,The-United-States-of-America,id08115,female,1990.0,http://www.wikidata.org/entity/Q174728,175.0,175.0
1317,Jonathan Borlée,male,1988-02-22,Belgium,male,1988-02-22,http://dbpedia.org/resource/belgium,male,1988-02-22,Belgium,id04271,male,1988.0,http://www.wikidata.org/entity/Q174728,178.0,178.0
1318,Brandon Roy,male,1984-07-23,The-United-States-of-America,male,1984-07-23,american,male,1984-07-23,The-United-States-of-America,id01173,male,1984.0,http://www.wikidata.org/entity/Q174728,196.0,196.0
1319,Kei Kamara,male,1984-09-01,Sierra-Leone,male,1984-09-01,,male,1984-09-01,Sierra-Leone,id04686,male,1984.0,http://www.wikidata.org/entity/Q174728,188.0,188.0
1320,Heather Locklear,female,1961-09-25,The-United-States-of-America,female,1961-09-25,,female,1961-09-25,The-United-States-of-America,id03384,female,1961.0,http://www.wikidata.org/entity/Q11573,1.65,165.0
1321,Nathan Sharpe,male,1978-02-26,Australia,male,1978-2-26,,male,1978-02-26,Australia,id06418,male,1978.0,http://www.wikidata.org/entity/Q174728,200.0,200.0
1322,Tony Mowbray,male,1963-11-22,The-United-Kingdom-1,male,1963-11-22,,male,1963-11-22,The-United-Kingdom-1,id08655,male,1963.0,http://www.wikidata.org/entity/Q174728,185.0,185.0
1323,R.A. Dickey,male,1974-10-29,The-United-States-of-America,male,1974-10-29,,male,1974-10-29,The-United-States-of-America,id07107,male,1974.0,http://www.wikidata.org/entity/Q174728,193.0,193.0
1324,Lyndsy Fonseca,female,1987-01-07,The-United-States-of-America,female,1987-01-07,,female,1987-01-07,The-United-States-of-America,id05370,female,1987.0,http://www.wikidata.org/entity/Q11573,1.65,165.0
1325,Juan Carlos Valerón,male,1975-06-17,Spain,male,1975-06-17,,male,1975-06-17,Spain,id04386,male,1975.0,http://www.wikidata.org/entity/Q174728,186.0,186.0
1326,Thomas Hitzlsperger,male,1982-04-05,Germany,male,1982-04-05,,male,1982-04-05,Germany,id08527,male,1982.0,http://www.wikidata.org/entity/Q174728,183.0,183.0
1327,Jean-Pierre Pernaut,male,1950-04-08,France,male,1950-04-08,,male,1950-04-08,France,id03930,male,1950.0,http://www.wikidata.org/entity/Q11573,1.84,184.0
1328,Jack Del Rio,male,1963-04-04,The-United-States-of-America,male,1963-4-4,,male,1963-04-04,The-United-States-of-America,id03679,male,1963.0,http://www.wikidata.org/entity/Q218593,76.0,193.04
1329,Stella Hudgens,female,1995-11-13,The-United-States-of-America,,,,,,,id08215,,,http://www.wikidata.org/entity/Q174728,164.0,164.0
1330,Zinedine Zidane,male,1972-06-23,France,male,1972-06-23,,male,1972-06-23,France,id09179,male,1972.0,http://www.wikidata.org/entity/Q174728,185.0,185.0
1331,Neil Warnock,male,1948-12-01,The-United-Kingdom-1,male,1948-12-01,,male,1948-12-01,The-United-Kingdom-1,id06450,male,1948.0,http://www.wikidata.org/entity/Q174728,175.0,175.0
1332,Julian Baumgartlinger,male,1988-01-02,Austria,male,1988-01-02,,male,1988-01-02,Austria,id04434,male,1988.0,http://www.wikidata.org/entity/Q174728,181.0,181.0
1333,Justin Trudeau,male,1971-12-25,Canada,male,1971-12-25,http://dbpedia.org/resource/canadian,male,1971-12-25,Canada,id04486,male,1971.0,http://www.wikidata.org/entity/Q11573,1.88,188.0
1334,Brad Gushue,male,1980-06-16,Canada,male,1980-06-16,,male,1980-06-16,Canada,id01156,male,1980.0,http://www.wikidata.org/entity/Q174728,183.0,183.0
1335,Alek Wek,female,1977-04-16,South-Sudan,female,1977-04-16,,female,1977-04-16,South-Sudan,id00220,female,1977.0,http://www.wikidata.org/entity/Q11573,1.8,180.0
1336,Valentin Stocker,male,1989-04-12,Switzerland,male,1989-04-12,,male,1989-04-12,Switzerland,id08782,male,1989.0,http://www.wikidata.org/entity/Q174728,178.0,178.0
1337,Fahriye Evcen,female,1986-06-04,Turkey-country,female,1986-06-04,http://dbpedia.org/resource/turkey,female,1986-06-04,Turkey-country,id02720,female,1986.0,http://www.wikidata.org/entity/Q11573,1.69,169.0
1338,Mauro Bergamasco,male,1979-05-01,Italy,male,1979-5-1,,male,1979-05-01,Italy,id05861,male,1979.0,http://www.wikidata.org/entity/Q174728,185.0,185.0
1339,Fabrizio Castori,male,1954-07-11,Italy,male,1954-07-11,,male,1954-07-11,Italy,id02713,male,1954.0,http://www.wikidata.org/entity/Q174728,165.0,165.0
1340,Kosovare Asllani,female,1989-07-29,Sweden,female,1989-07-29,,female,1989-07-29,Sweden,id04876,female,1989.0,http://www.wikidata.org/entity/Q174728,165.0,165.0
1341,Dominick Cruz,male,1985-09-03,The-United-States-of-America,male,1985-03-09,http://dbpedia.org/resource/americans,male,1985-09-03,The-United-States-of-America,id02254,male,1985.0,http://www.wikidata.org/entity/Q174728,173.0,173.0
1342,Mark Huizinga,male,1973-09-10,Kingdom-of-the-Netherlands,male,1973-09-10,,male,1973-09-10,Kingdom-of-the-Netherlands,id05690,male,1973.0,http://www.wikidata.org/entity/Q11573,1.84,184.0
1343,Robin Lopez,male,1988-04-01,The-United-States-of-America,male,1988-04-01,american,male,1988-04-01,The-United-States-of-America,id07456,male,1988.0,http://www.wikidata.org/entity/Q174728,213.0,213.0
1344,Jonathan Sexton,male,1985-07-11,The-Republic-of-Ireland,male,1985-7-11,,male,1985-07-11,The-Republic-of-Ireland,id04279,male,1985.0,http://www.wikidata.org/entity/Q174728,188.0,188.0
1345,Emmanuelle Béart,female,1963-08-14,France,female,1963-08-14,,female,1963-08-14,France,id02546,female,1963.0,http://www.wikidata.org/entity/Q11573,1.64,164.0
1346,Ursula von der Leyen,female,1958-10-08,Germany,female,1958-10-08,,female,1958-10-08,Germany,id08762,female,1958.0,http://www.wikidata.org/entity/Q174728,161.0,161.0
1347,Mircea Geoană,male,1958-07-14,Romania,male,1958-07-14,,male,1958-07-14,Romania,id06163,male,1958.0,http://www.wikidata.org/entity/Q174728,184.0,184.0
1348,Dániel Gyurta,male,1989-05-04,Hungary,male,1989-05-04,,male,1989-05-04,Hungary,id02325,male,1989.0,http://www.wikidata.org/entity/Q174728,184.0,184.0
1349,Jean-Pierre Papin,male,1963-11-05,France,male,1963-11-05,,male,1963-11-05,France,id03929,male,1963.0,http://www.wikidata.org/entity/Q174728,177.0,177.0
1350,Kimi Räikkönen,male,1979-10-17,Finland,male,1979-10-17,http://dbpedia.org/resource/finland,male,1979-10-17,Finland,id04826,male,1979.0,http://www.wikidata.org/entity/Q174728,175.0,175.0
1351,Ignazio La Russa,male,1947-07-18,Italy,male,1947-07-18,,male,1947-07-18,Italy,id03543,male,1947.0,http://www.wikidata.org/entity/Q174728,172.0,172.0
1352,Henrik Stenson,male,1976-04-05,Sweden,male,1976-4-5,http://dbpedia.org/resource/sweden,male,1976-04-05,Sweden,id03425,male,1976.0,http://www.wikidata.org/entity/Q11573,1.87,187.0
1353,Toni Garrn,female,1992-07-07,Germany,female,1992-07-07,http://dbpedia.org/resource/german_people,female,1992-07-07,Germany,id08641,female,1992.0,http://www.wikidata.org/entity/Q174728,181.0,181.0
1354,Edinson Cavani,male,1987-02-14,Uruguay,male,1987-02-14,,male,1987-02-14,Uruguay,id02363,male,1987.0,http://www.wikidata.org/entity/Q174728,184.0,184.0
1355,Debora Caprioglio,female,1968-05-03,Italy,female,1968-05-03,,female,1968-05-03,Italy,id02090,female,1968.0,http://www.wikidata.org/entity/Q174728,168.0,168.0
1356,Stoya,female,1986-06-15,The-United-States-of-America,female,1986-06-15,,female,1986-06-15,The-United-States-of-America,id08281,female,1986.0,http://www.wikidata.org/entity/Q174728,170.0,170.0
1357,David Albelda,male,1977-09-01,Spain,male,1977-09-01,,male,1977-09-01,Spain,id02014,male,1977.0,http://www.wikidata.org/entity/Q174728,183.0,183.0
1358,Brad Pitt,male,1963-12-18,The-United-States-of-America,male,1981-11-08,http://dbpedia.org/resource/australia,male,1963-12-18,The-United-States-of-America,id01159,male,,http://www.wikidata.org/entity/Q174728,180.0,180.0
1359,Dani Carvajal,male,1992-01-11,Spain,male,1992-01-11,,male,1992-01-11,Spain,id01910,male,1992.0,http://www.wikidata.org/entity/Q174728,168.0,168.0
1360,Big Show,male,1972-02-08,The-United-States-of-America,male,1972-02-08,,male,1972-02-08,The-United-States-of-America,id01035,male,1972.0,http://www.wikidata.org/entity/Q174728,210.0,210.0
1361,Petteri Koponen,male,1988-04-13,Finland,male,1988-04-13,finnish,male,1988-04-13,Finland,id06962,male,1988.0,http://www.wikidata.org/entity/Q174728,194.0,194.0
1362,Jack Butland,male,1993-03-10,The-United-Kingdom-1,male,1993-03-10,,male,1993-03-10,The-United-Kingdom-1,id03678,male,1993.0,http://www.wikidata.org/entity/Q174728,196.0,196.0
1363,Raja Bell,male,1976-09-19,The-United-States-of-America,male,1976-09-19,american,male,1976-09-19,The-United-States-of-America,id07176,male,1976.0,http://www.wikidata.org/entity/Q174728,196.0,196.0
1364,Samir Nasri,male,1987-06-26,France,male,1987-06-26,,male,1987-06-26,France,id07737,male,1987.0,http://www.wikidata.org/entity/Q174728,175.0,175.0
1365,Chris Pronger,male,1974-10-10,Canada,male,1974-10-10,,male,1974-10-10,Canada,id01608,male,1974.0,http://www.wikidata.org/entity/Q174728,198.0,198.0
1366,Nancy Kerrigan,female,1969-10-13,The-United-States-of-America,female,1969-10-13,,female,1969-10-13,The-United-States-of-America,id06349,female,1969.0,http://www.wikidata.org/entity/Q174728,163.0,163.0
1367,Andriy Shevchenko,male,1976-09-29,Ukraine,male,1976-6-10,http://dbpedia.org/resource/ukraine,male,1976-09-29,Ukraine,id00535,male,1976.0,http://www.wikidata.org/entity/Q174728,183.0,183.0
1368,Julia Mancuso,female,1984-03-09,The-United-States-of-America,female,1984-03-09,,female,1984-03-09,The-United-States-of-America,id04428,female,1984.0,http://www.wikidata.org/entity/Q174728,168.0,168.0
1369,Alissa Czisny,female,1987-06-25,The-United-States-of-America,female,1987-6-25,,female,1987-06-25,The-United-States-of-America,id00343,female,1987.0,http://www.wikidata.org/entity/Q174728,164.0,164.0
1370,Lee McCulloch,male,1978-05-14,The-United-Kingdom-1,male,1978-05-14,,male,1978-05-14,The-United-Kingdom-1,id05075,male,1978.0,http://www.wikidata.org/entity/Q174728,185.0,185.0
1371,Israel Idonije,male,1980-11-17,Nigeria,male,1980-11-17,,male,1980-11-17,Nigeria,id03634,male,1980.0,http://www.wikidata.org/entity/Q218593,78.0,198.12
1372,Ashley Young,male,1985-07-09,The-United-Kingdom-1,male,1985-07-09,,male,1985-07-09,The-United-Kingdom-1,id00814,male,1985.0,http://www.wikidata.org/entity/Q174728,175.0,175.0
1373,Keisuke Honda,male,1986-06-13,Japan,male,1986-06-13,,male,1986-06-13,Japan,id04691,male,1986.0,http://www.wikidata.org/entity/Q174728,182.0,182.0
1374,Brian Austin Green,male,1973-07-15,The-United-States-of-America,male,1973-07-15,,male,1973-07-15,The-United-States-of-America,id01199,male,1973.0,http://www.wikidata.org/entity/Q174728,183.0,183.0
1375,Oscar Hiljemark,male,1992-06-28,Sweden,male,1992-06-28,,male,1992-06-28,Sweden,id06701,male,1992.0,http://www.wikidata.org/entity/Q174728,184.0,184.0
1376,Scott Hartnell,male,1982-04-18,Canada,male,1982-04-18,,male,1982-04-18,Canada,id07832,male,1982.0,http://www.wikidata.org/entity/Q174728,185.0,185.0
1377,Coco Rocha,female,1988-09-10,Canada,female,1988-09-10,,female,1988-09-10,Canada,id01766,female,1988.0,http://www.wikidata.org/entity/Q174728,178.0,178.0
1378,Charlie Adam,male,1985-12-10,The-United-Kingdom-1,male,1919-03-22,,male,1985-12-10,The-United-Kingdom-1,id01533,male,,http://www.wikidata.org/entity/Q174728,185.0,185.0
1379,Caster Semenya,,1991-01-07,South-Africa,female,1991-01-07,south african,,1991-01-07,South-Africa,id01452,,1991.0,http://www.wikidata.org/entity/Q174728,178.0,178.0
1380,Tim Sherwood,male,1969-02-06,The-United-Kingdom-1,male,1969-02-06,,male,1969-02-06,The-United-Kingdom-1,id08563,male,1969.0,http://www.wikidata.org/entity/Q174728,183.0,183.0
1381,Noel Schajris,male,1974-07-19,Argentina,male,1974-07-19,,male,1974-07-19,Argentina,id06598,male,1974.0,http://www.wikidata.org/entity/Q174728,163.0,163.0
1382,Oliver Stone,male,1946-09-15,The-United-States-of-America,male,1946-09-15,american,male,1946-09-15,The-United-States-of-America,id06663,male,1946.0,http://www.wikidata.org/entity/Q3710,6.0,182.88
1383,Avery Bradley,male,1990-11-26,The-United-States-of-America,male,1990-11-26,american,male,1990-11-26,The-United-States-of-America,id00830,male,1990.0,http://www.wikidata.org/entity/Q174728,188.0,188.0
1384,Călin Popescu-Tăriceanu,male,1952-01-14,Romania,male,1952-01-14,,male,1952-01-14,Romania,id01852,male,1952.0,http://www.wikidata.org/entity/Q174728,184.0,184.0
1385,Christina Schwanitz,female,1985-12-24,German-Democratic-Republic-DDR,female,1985-12-24,german,female,1985-12-24,German-Democratic-Republic-DDR,id01652,female,1985.0,http://www.wikidata.org/entity/Q174728,180.0,180.0
1386,P. T. Usha,female,1964-06-27,India,female,1964-06-27,http://dbpedia.org/resource/india,female,1964-06-27,India,id06724,female,1964.0,http://www.wikidata.org/entity/Q174728,170.0,170.0
1387,Yaya DaCosta,female,1982-11-15,The-United-States-of-America,female,1982-11-15,,female,1982-11-15,The-United-States-of-America,id09078,female,1982.0,http://www.wikidata.org/entity/Q174728,173.0,173.0
1388,Mariana Weickert,female,1982-02-17,Brazil,female,1982-2-17,,female,1982-02-17,Brazil,id05612,female,1982.0,http://www.wikidata.org/entity/Q174728,180.0,180.0
1389,Quique Flores,male,1965-02-02,Spain,,,,male,1965-02-02,Spain,id07103,,,http://www.wikidata.org/entity/Q174728,176.0,176.0
1390,Evan Longoria,male,1985-10-07,The-United-States-of-America,male,1985-10-07,,male,1985-10-07,The-United-States-of-America,id02661,male,1985.0,http://www.wikidata.org/entity/Q174728,190.0,190.0
1391,Marcos Assunção,male,1976-07-25,Brazil,male,1976-07-25,,male,1976-07-25,Brazil,id05559,male,1976.0,http://www.wikidata.org/entity/Q174728,178.0,178.0
1392,Jason Kreis,male,1972-12-29,The-United-States-of-America,male,1972-12-29,,male,1972-12-29,The-United-States-of-America,id03868,male,1972.0,http://www.wikidata.org/entity/Q174728,173.0,173.0
1393,Kaisa Mäkäräinen,female,1983-01-11,Finland,female,1983-1-11,,female,1983-01-11,Finland,id04527,female,1983.0,http://www.wikidata.org/entity/Q174728,171.0,171.0
1394,Álvaro Arbeloa,male,1983-01-17,Spain,male,1983-01-17,,male,1983-01-17,Spain,id09220,male,1983.0,http://www.wikidata.org/entity/Q174728,184.0,184.0
1395,Tia Hellebaut,female,1978-02-16,Belgium,female,1978-02-16,,female,1978-02-16,Belgium,id08545,female,1978.0,http://www.wikidata.org/entity/Q174728,182.0,182.0
1396,Nicolás Burdisso,male,1981-04-12,Argentina,male,1981-04-12,,male,1981-04-12,Argentina,id06530,male,1981.0,http://www.wikidata.org/entity/Q174728,182.0,182.0
1397,Toby Alderweireld,male,1989-03-02,Belgium,male,1989-03-02,,male,1989-03-02,Belgium,id08589,male,1989.0,http://www.wikidata.org/entity/Q174728,187.0,187.0
1398,Claudio Bravo,male,1983-04-13,Chile,male,1983-04-13,,male,1983-04-13,Chile,id01733,male,1983.0,http://www.wikidata.org/entity/Q174728,184.0,184.0
1399,Cory Jane,male,1983-02-08,New-Zealand,male,1983-2-8,,male,1983-02-08,New-Zealand,id01799,male,1983.0,http://www.wikidata.org/entity/Q174728,183.0,183.0
1400,Jakub Błaszczykowski,male,1985-12-14,Poland,male,1985-12-14,,male,1985-12-14,Poland,id03736,male,1985.0,http://www.wikidata.org/entity/Q174728,175.0,175.0
1401,Kubrat Pulev,male,1981-05-04,Bulgaria,male,1981-05-04,bulgarian,male,1981-05-04,Bulgaria,id04926,male,1981.0,http://www.wikidata.org/entity/Q174728,194.0,194.0
1402,Lucas Neill,male,1978-03-09,Australia,male,1978-03-09,,male,1978-03-09,Australia,id05301,male,1978.0,http://www.wikidata.org/entity/Q174728,185.0,185.0
1403,Paul Baysse,male,1988-05-18,France,male,1988-05-18,,male,1988-05-18,France,id06835,male,1988.0,http://www.wikidata.org/entity/Q174728,184.0,184.0
1404,Chrissie Wellington,female,1977-02-18,The-United-Kingdom-1,female,1977-02-18,,female,1977-02-18,The-United-Kingdom-1,id01617,female,1977.0,http://www.wikidata.org/entity/Q174728,170.0,170.0
1405,Fabian Hambüchen,male,1987-10-25,Germany,male,1987-10-25,,male,1987-10-25,Germany,id02696,male,1987.0,http://www.wikidata.org/entity/Q11573,1.64,164.0
1406,Franciszek Smuda,male,1948-06-22,Poland,male,1948-06-22,,male,1948-06-22,Poland,id02863,male,1948.0,http://www.wikidata.org/entity/Q174728,182.0,182.0
1407,Sekope Kepu,male,1986-02-05,Australia,male,1986-2-5,,male,1986-02-05,Australia,id07886,male,1986.0,http://www.wikidata.org/entity/Q174728,188.0,188.0
1408,Patrick Fiori,male,1969-09-23,France,male,1969-09-23,,male,1969-09-23,France,id06810,male,1969.0,http://www.wikidata.org/entity/Q11573,1.81,181.0
1409,DeeDee Trotter,female,1982-12-08,The-United-States-of-America,female,1982-12-08,,female,1982-12-08,The-United-States-of-America,id02100,female,1982.0,http://www.wikidata.org/entity/Q174728,178.0,178.0
1410,Jonás Gutiérrez,male,1983-07-05,Argentina,male,1983-07-05,,male,1983-07-05,Argentina,id04289,male,1983.0,http://www.wikidata.org/entity/Q174728,185.0,185.0
1411,Estella Warren,female,1978-12-23,Canada,female,1978-12-23,http://dbpedia.org/resource/canadians,female,1978-12-23,Canada,id02631,female,1978.0,http://www.wikidata.org/entity/Q174728,175.0,175.0
1412,Sebastian Larsson,male,1985-06-06,Sweden,male,1985-06-06,,male,1985-06-06,Sweden,id07862,male,1985.0,http://www.wikidata.org/entity/Q174728,178.0,178.0
1413,Becky Bayless,female,1982-02-03,The-United-States-of-America,female,1982-02-03,,female,1982-02-03,The-United-States-of-America,id00929,female,1982.0,http://www.wikidata.org/entity/Q174728,157.0,157.0
1414,Henri Leconte,male,1963-07-04,France,male,1963-07-04,,male,1963-07-04,France,id03422,male,1963.0,http://www.wikidata.org/entity/Q174728,185.0,185.0
1415,Jordan Crawford,male,1988-10-23,The-United-States-of-America,male,1988-10-23,american,male,1988-10-23,The-United-States-of-America,id04294,male,1988.0,http://www.wikidata.org/entity/Q174728,193.0,193.0
1416,Claude Makélélé,male,1973-02-18,France,male,1973-02-18,,male,1973-02-18,France,id01717,male,1973.0,http://www.wikidata.org/entity/Q174728,174.0,174.0
1417,Steffen Weinhold,male,1986-07-19,Germany,male,1986-07-19,german,male,1986-07-19,Germany,id08212,male,1986.0,http://www.wikidata.org/entity/Q174728,191.0,191.0
1418,Vincenzo Montella,male,1974-06-18,Italy,male,1974-06-18,,male,1974-06-18,Italy,id08915,male,1974.0,http://www.wikidata.org/entity/Q174728,172.0,172.0
1419,Julie Estelle,female,1989-01-04,Indonesia,female,1989-01-04,,female,1989-01-04,Indonesia,id04446,female,1989.0,http://www.wikidata.org/entity/Q174728,170.0,170.0
1420,Martha Hunt,female,1989-04-27,The-United-States-of-America,female,1989-04-27,american,female,1989-04-27,The-United-States-of-America,id05722,female,1989.0,http://www.wikidata.org/entity/Q174728,178.0,178.0
1421,Anna Karina,female,1940-09-22,Denmark,female,1940-09-22,,female,1988-03-14,The-United-States-of-America,id00628,female,,http://www.wikidata.org/entity/Q174728,170.0,170.0
1422,Dan Carter,male,1982-03-05,New-Zealand,male,1982-3-5,,male,1982-03-05,New-Zealand,id01891,male,1982.0,http://www.wikidata.org/entity/Q174728,178.0,178.0
1423,Bernd Schuster,male,1959-12-22,Germany,male,1959-12-22,,male,1959-12-22,Germany,id00983,male,1959.0,http://www.wikidata.org/entity/Q174728,181.0,181.0
1424,Petter Northug,male,1986-01-06,Norway,male,1986-01-06,,male,1986-01-06,Norway,id06961,male,1986.0,http://www.wikidata.org/entity/Q174728,185.0,185.0
1425,Simon Rolfes,male,1982-01-21,Germany,male,1982-01-21,,male,1982-01-21,Germany,id08086,male,1982.0,http://www.wikidata.org/entity/Q174728,189.0,189.0
1426,Nicolas Dupont-Aignan,male,1961-03-07,France,male,1961-03-07,,male,1961-03-07,France,id06511,male,1961.0,http://www.wikidata.org/entity/Q11573,1.81,181.0
1427,Daniella Sarahyba,female,1984-07-08,Brazil,female,1984-07-08,,female,1984-07-08,Brazil,id01947,female,1984.0,http://www.wikidata.org/entity/Q174728,178.0,178.0
1428,Adam Ashley-Cooper,male,1984-03-27,Australia,male,1984-3-27,,male,1984-03-27,Australia,id00046,male,1984.0,http://www.wikidata.org/entity/Q174728,182.0,182.0
1429,Jon Niese,male,1986-10-27,The-United-States-of-America,male,1986-10-27,,male,1986-10-27,The-United-States-of-America,id04262,male,1986.0,http://www.wikidata.org/entity/Q174728,193.0,193.0
1430,Gordon Strachan,male,1957-02-09,The-United-Kingdom-1,male,1934-1-24,british,male,1957-02-09,The-United-Kingdom-1,id03179,male,,http://www.wikidata.org/entity/Q174728,168.0,168.0
1431,Haley Joel Osment,male,1988-04-10,The-United-States-of-America,male,1988-04-10,,male,1988-04-10,The-United-States-of-America,id03299,male,1988.0,http://www.wikidata.org/entity/Q11573,1.68,168.0
1432,Carles Puyol,male,1978-04-13,Spain,male,1978-04-13,,male,1978-04-13,Spain,id01363,male,1978.0,http://www.wikidata.org/entity/Q174728,178.0,178.0
1433,Tobias Moretti,male,1959-07-11,Austria,male,1959-7-11,,male,1959-07-11,Austria,id08587,male,1959.0,http://www.wikidata.org/entity/Q11573,1.78,178.0
1434,Bobby Roode,male,1977-05-11,Canada,male,1977-01-01,,male,1977-05-11,Canada,id01124,male,1977.0,http://www.wikidata.org/entity/Q174728,183.0,183.0
1435,Nana Mouskouri,female,1934-10-13,Greece,female,1934-10-13,,female,1934-10-13,Greece,id06344,female,1934.0,http://www.wikidata.org/entity/Q11573,1.67,167.0
1436,Camille Muffat,female,1989-10-28,France,female,1989-10-28,http://dbpedia.org/resource/france,female,1989-10-28,France,id01326,female,1989.0,http://www.wikidata.org/entity/Q174728,183.0,183.0
1437,Robbie Kruse,male,1988-10-05,Australia,male,1988-10-05,,male,1988-10-05,Australia,id07408,male,1988.0,http://www.wikidata.org/entity/Q174728,179.0,179.0
1438,Sebastian Telfair,male,1985-06-09,The-United-States-of-America,male,1985-06-09,american,male,1985-06-09,The-United-States-of-America,id07869,male,1985.0,http://www.wikidata.org/entity/Q174728,183.0,183.0
1439,Micah Richards,male,1988-06-24,The-United-Kingdom-1,male,1988-06-24,,male,1988-06-24,The-United-Kingdom-1,id05982,male,1988.0,http://www.wikidata.org/entity/Q174728,180.0,180.0
1440,Jennifer Hawkins,female,1983-12-22,Australia,female,1983-12-22,australian,female,1983-12-22,Australia,id03978,female,1983.0,http://www.wikidata.org/entity/Q174728,173.0,173.0
1441,Mils Muliaina,male,1980-07-31,Samoa,male,1980-7-31,,male,1980-07-31,Samoa,id06143,male,1980.0,http://www.wikidata.org/entity/Q174728,183.0,183.0
1442,Lorik Cana,male,1983-07-27,France,male,1983-07-27,,male,1983-07-27,France,id05246,male,1983.0,http://www.wikidata.org/entity/Q174728,186.0,186.0
1443,Justin Tuck,male,1983-03-29,The-United-States-of-America,male,1983-03-29,,male,1983-03-29,The-United-States-of-America,id04487,male,1983.0,http://www.wikidata.org/entity/Q174728,196.0,196.0
1444,Rachida Dati,female,1965-11-27,France,female,1965-11-17,http://dbpedia.org/resource/france,female,1965-11-27,France,id07133,female,1965.0,http://www.wikidata.org/entity/Q11573,1.56,156.0
1445,Elettra Rossellini Wiedemann,female,1983-07-26,The-United-States-of-America,female,1983-07-26,,female,1983-07-26,The-United-States-of-America,id02432,female,1983.0,http://www.wikidata.org/entity/Q174728,178.0,178.0
1446,Erick Silva,male,1984-06-21,Brazil,male,1984-06-21,http://dbpedia.org/resource/people_of_brazil,male,1984-06-21,Brazil,id02590,male,1984.0,http://www.wikidata.org/entity/Q174728,180.0,180.0
1447,Eugena Washington,female,1985-10-08,The-United-States-of-America,female,1984-10-08,,female,1985-10-08,The-United-States-of-America,id02639,female,,http://www.wikidata.org/entity/Q174728,177.0,177.0
1448,Karen Mulder,female,1970-06-01,Kingdom-of-the-Netherlands,female,1970-06-01,,female,1970-06-01,Kingdom-of-the-Netherlands,id04573,female,1970.0,http://www.wikidata.org/entity/Q174728,178.0,178.0
1449,Branch Warren,male,1975-02-28,The-United-States-of-America,male,1975-02-28,,male,1975-02-28,The-United-States-of-America,id01166,male,1975.0,http://www.wikidata.org/entity/Q174728,170.0,170.0
1450,Mike Matheny,male,1970-09-22,The-United-States-of-America,male,1970-09-22,,male,1970-09-22,The-United-States-of-America,id06111,male,1970.0,http://www.wikidata.org/entity/Q174728,190.0,190.0
1451,Bruno Labbadia,male,1966-02-08,Germany,male,1966-02-08,,male,1966-02-08,Germany,id01263,male,1966.0,http://www.wikidata.org/entity/Q174728,178.0,178.0
1452,Steven Caulker,male,1991-12-29,The-United-Kingdom-1,male,1991-12-29,,male,1991-12-29,The-United-Kingdom-1,id08260,male,1991.0,http://www.wikidata.org/entity/Q174728,191.0,191.0
1453,Christof Innerhofer,male,1984-12-17,Italy,male,1984-12-17,,male,1984-12-17,Italy,id01663,male,1984.0,http://www.wikidata.org/entity/Q174728,186.0,186.0
1454,Curtis Jackson,male,1975-07-06,The-United-States-of-America,male,1973-10-22,,male,1975-07-06,The-United-States-of-America,id01836,male,,http://www.wikidata.org/entity/Q174728,183.0,183.0
